,0
0,0.13575284083684286
1,0.15229296684265137
2,0.151367715994517
3,0.1754767378171285
4,0.17440908749898273
5,0.1621055483818054
6,0.18640714486440021
7,0.11965899467468262
8,0.11861984729766846
9,0.10894043842951456
