,0
0,36.261680401136175
1,35.41068396907137
2,35.485023515707255
3,34.71083567165363
4,34.90022931224418
5,33.45967558465928
6,34.1399226855485
7,33.417518456101305
8,35.97243854974579
9,34.306984434763635
