,0
0,122.96580975685829
1,124.80508129138437
2,124.64307421902423
3,126.34764798412347
4,125.92622524584345
5,129.17725963944392
6,127.62680044745261
7,129.27433647085718
8,123.58688720169029
9,127.25073442583509
