,0
0,886.2736434402183
1,882.3319027849841
2,878.2073305861409
3,877.7801508708934
4,884.5734259552057
5,887.0581585268492
6,875.7768819519598
7,877.3387832613427
8,872.1587405367377
9,876.9486489617314
