,0
0,42.2216571125478
1,42.10540518982004
2,42.11243169627503
3,42.069705124284845
4,42.07384677707921
5,42.15114851552633
6,42.082984632970046
7,42.15730965979171
8,42.173468424765936
9,42.07504525030333
