,0
0,42.2216571125478
1,42.07172103349008
2,42.82772789375074
3,42.395532315731714
4,43.008339651886395
5,42.920306174080565
6,42.861987933843466
7,43.033595376445916
8,43.641137664853254
9,43.145480644796876
