,0
0,0.1164028525352478
1,0.1903696338335673
2,0.1101862907409668
3,0.1557204564412435
4,0.12923223972320558
5,0.16198056538899738
6,0.127948264280955
7,0.09056868950525919
8,0.11457016070683797
9,0.10571233828862509
