,Best score,Best loss,Fastest round duration,Model best round id,Fastest round id,Best_model'
0,-0.00011907066804317523,463.6786640007847,0.09056868950525919,2,8,"MLPRegressor(activation='tanh', hidden_layer_sizes=(15,), max_iter=1000,
             random_state=42)"
